,calories,carbs,description,fat,ingredients,protein,rating,reviews,title
354,409kcal,37.6g,&#34;My hometown has a pumpkin festival every year and this is one of the recipes our family enjoys.&#34;,16.4g,"['2 pounds ground beef', '1 large onion, diced', '1 green bell pepper, diced', '2 (15 ounce) cans kidney beans, drained', '1 (46 fluid ounce) can tomato juice', '1 (28 ounce) can peeled and diced tomatoes with juice', '1/2 cup canned pumpkin puree', '1 tablespoon pumpkin pie spice', '1 tablespoon chili powder', '1/4 cup white sugar']",28.2g,4.41,239,Pumpkin Chili Recipe - Allrecipes.com
355,367kcal,50.9g,"&#34;Super delicious, super easy. The baked beans are what makes this chili perfect!&#34;",10g,"['2 teaspoons vegetable oil', '1 pound ground turkey', '1 (14.5 ounce) can whole peeled tomatoes', '1 (16 ounce) can hot chili beans, undrained', '1 (15 ounce) can pinto beans, undrained', '1 (15 ounce) can kidney beans, undrained', '1 (28 ounce) can baked beans', '1 (6 ounce) can tomato paste', '1/4 cup shredded Cheddar cheese', '1/4 cup sour cream']",24.7g,4.00,12,6 Can Chili Recipe - Allrecipes.com
356,385kcal,9.2g,&#34;This recipe omits the beans for a paleo style chili! You can follow directions on stove top or grill top. Feel free to substitute whatever type of meat you'd like to use!&#34;,26.4g,"['2 pounds lean ground beef', '2 tablespoons olive oil', '1 green bell pepper, diced', '6 cloves garlic, minced', '3 tablespoons ground cumin', '1 tablespoon chili powder, or more to taste', 'salt and ground black pepper to taste', '1 (28 ounce) can diced tomatoes', '4 cups water']",28.4g,3.50,2,Just Plain Ol' Chili Recipe - Allrecipes.com
357,238kcal,29g,"&#34;This is so easy and so tasty. Freezes great for meals later in the week. If you want it a little thinner add an extra can of tomato sauce. Also the green chiles are not hot but add a wonderful flavor, so don't be afraid of them.&#34;",5.2g,"['1 (20 ounce) package 93%-lean ground turkey', '1 (28 ounce) can diced fire-roasted tomatoes', '1 (16 ounce) can tomato sauce', '1 (15.5 ounce) can pinto beans, rinsed and drained', '1 (15.5 ounce) can kidney beans, rinsed and drained', '1 (15 ounce) can reduced-sodium black beans, rinsed and drained', '1 small onion, chopped', '1 (4.5 ounce) can chopped green chiles', '2 tablespoons chili powder', '1 tablespoon minced garlic', '1 teaspoon oregano', '1 pinch ground cumin']",19.8g,4.57,6,Slow Cooker 3-Bean Chili Recipe - Allrecipes.com
358,188kcal,33.8g,&#34;Multi-colored vegetables make this chili delicious and pretty! Serve with cornbread for a great fall dinner.&#34;,5g,"['2 tablespoons olive oil', '1 zucchini, sliced', '1 yellow squash, sliced', '1 red bell pepper, diced', '1 green bell pepper, diced', '1 fresh jalapeno pepper, diced', '4 cloves garlic, minced', '1 onion, chopped', '1 (28 ounce) can crushed tomatoes, with liquid', '1 (6 ounce) can tomato paste', '1 (15 ounce) can black beans, drained and rinsed', '1 (15 ounce) can whole kernel corn, drained', '1 (15 ounce) can chili beans in spicy sauce, undrained', '1 tablespoon chili powder', '1/2 teaspoon dried oregano', '1/2 teaspoon ground black pepper', '1/4 teaspoon cayenne pepper, or to taste']",7.4g,4.52,86,Rainbow Veggie Chili Recipe - Allrecipes.com
359,422kcal,39.8g,"&#34;This sweet and mild chili features lean ground pork with a few surprises. Serve with cheddar cheese, sour cream, and hot sauce to taste. This chili is very mild as is.&#34;",20.1g,"['2 pounds ground pork', '2 vine-ripened tomatoes, diced small', '1 yellow bell peppers, diced', '1 (20 ounce) can pineapple chunks, drained', '1 (15.5 ounce) can black beans, drained', '1 (11 ounce) can whole kernel corn, drained', '1 (12 ounce) can tomato paste', '3/4 cup chopped green onions', '1 cup chopped baby corn', '1 1/4 cups hard apple cider', '4 cloves garlic, minced', '2 tablespoons brown sugar', '2 teaspoons salt', '1 tablespoon Hungarian sweet paprika', '1 teaspoon ground black pepper', '1 tablespoon molasses', '1/4 teaspoon ground ancho chile pepper', '1/4 teaspoon dried sage', '3/4 teaspoon curry powder', '1 pinch ground cinnamon', '1 1/2 teaspoons honey', '1 tablespoon white vinegar']",21.3g,4.54,38,Sweet Pork Slow Cooker Chili Recipe - Allrecipes.com
360,225kcal,23g,&#34;A Caribbean twist to a great winter-time dish!  Sure to get the sinuses flowing!! This can be prepared without meat - just omit the steps with ground beef. Serve this dish by itself or over a bowl of basmati rice.&#34;,8.1g,"['1 1/2 pounds ground round', '1 teaspoon olive oil', '1 1/2 cups chopped onion', '2 cloves garlic, crushed', '2 1/2 cups chopped yellow bell pepper', '1 tablespoon ground cumin', '1 tablespoon hot paprika', '1 tablespoon chile powder', '2 teaspoons white sugar', '1/2 teaspoon salt', '1/4 teaspoon ground cloves', '2 (14.5 ounce) cans stewed tomatoes', '1 (15 ounce) can kidney beans, drained', '1 (15 ounce) can black beans, drained', '1 (15 ounce) can cannellini beans', '1 (6 ounce) can tomato paste', '2 tablespoons balsamic vinegar', '1/3 cup chopped fresh cilantro']",16.3g,4.39,65,Jamaican Me Crazy Chili Recipe - Allrecipes.com
361,123kcal,15.2g,&#34;I experimented with tofu one night because I didn't have ground beef on hand. This makes a lot but stores really well in the fridge to be reheated! Definitely good for those who are weary to try tofu.&#34;,5.1g,"['1/2 (12 ounce) package extra firm tofu', '1 teaspoon chili powder', '1 clove garlic, minced', '2 tablespoons vegetable oil', '1/2 cup onion, chopped', '2 stalks celery, chopped', '1/2 cup whole kernel corn, undrained', '1 (15.25 ounce) can kidney beans, undrained', '1 (14.5 ounce) can stewed tomatoes, undrained', '1 quart water']",5.9g,3.94,40,Stove Top Tofu Chili Recipe - Allrecipes.com
362,333kcal,21g,"&#34;Here's a hearty chili made with ground beef and kidney beans, cooked for hours in a slow cooker.&#34;",17.7g,"['2 pounds ground beef', '2 (16 ounce) cans kidney beans, rinsed and drained', '2 (14.5 ounce) cans diced tomatoes, undrained', '1 onion, chopped', '2 green bell peppers, chopped, divided', '1 red bell pepper, chopped, divided', '2 tablespoons chili powder', '2 cloves garlic, minced', '2 teaspoons salt', '1 teaspoon ground black pepper', '10 tablespoons shredded Cheddar cheese for garnish (optional)']",23.2g,3.69,14,Slow-Cooked Chili Recipe - Allrecipes.com
363,391kcal,58.7g,"&#34;Break out your soup pot and fix up a batch of this delicious, spicy vegetarian chili today! It's ready in no time, and packed with vegetables, beans - and flavor!&#34;",7.9g,"['1 tablespoon olive oil', '1/2 medium onion, chopped', '2 bay leaves', '1 teaspoon ground cumin', '2 tablespoons dried oregano', '1 tablespoon salt', '2 stalks celery, chopped', '2 green bell peppers, chopped', '2 jalapeno peppers, chopped', '3 cloves garlic, chopped', '2 (4 ounce) cans chopped green chile peppers, drained', '2 (12 ounce) packages vegetarian burger crumbles', '3 (28 ounce) cans whole peeled tomatoes, crushed', '1/4 cup chili powder', '1 tablespoon ground black pepper', '1 (15 ounce) can kidney beans, drained', '1 (15 ounce) can garbanzo beans, drained', '1 (15 ounce) can black beans', '1 (15 ounce) can whole kernel corn']",28.2g,4.69,1083,The Best Vegetarian Chili in the World Recipe - Allrecipes.com
364,396kcal,12.1g,&#34;This delicious recipe is for the slow cooker.&#34;,28.1g,"['2 (10.75 ounce) cans fat-free, low-sodium chicken broth', '2 cups diced tomatoes', '1 cup drained and rinsed kidney beans', '1 large onion, chopped', '2 tablespoons chili powder', '2 teaspoons ground cumin', '1 (2 pound) pork shoulder roast', '1 (8 ounce) package shredded Cheddar cheese (such as Kraft&#174;)', '1 1/4 cups sour cream']",23.4g,4.00,1,Jamie's Pulled Pork Chili Recipe - Allrecipes.com
365,588kcal,52.3g,"&#34;A family favorite vamp of chili from Grandma Cheryl! You MUST use a large cast-iron pan, or chili will not thicken as fast or as much! Can sub chicken breast for turkey cutlets. Jalapenos and hot sausage are optional, but add the most flavor if you're not scared of a little spice!&#34;",22.9g,"['1 (1 ounce) package hot Italian sausage links', '1 tablespoon olive oil', '2 turkey cutlets, cut into bite sized pieces', '1 tablespoon ground cumin', '1 1/2 teaspoons garlic powder', 'salt and ground black pepper to taste', '2 onions, chopped', '8 cloves garlic', '4 (15 ounce) cans white kidney beans (cannellini), rinsed and drained', '3 (10.75 ounce) cans low-sodium chicken broth', '1 tablespoon ground cumin', '1 1/2 teaspoons garlic powder', '2 jalapeno peppers, chopped', '2 whole jalapeno peppers (optional)']",40.9g,4.92,11,"White Bean, Turkey, and Sausage Chili Recipe - Allrecipes.com"
366,410kcal,54.7g,"&#34;I love a hearty beef chili as much as the next guy, but once in a while there's nothing wrong with going over to the light side and enjoying an equally comforting bowl of white bean and chicken chili.&#34;",8.9g,"['1 teaspoon vegetable oil', '2 boneless, skinless chicken breast halves', '1 teaspoon vegetable oil', '1 large onion, diced', 'salt and freshly ground black pepper to taste', '4 cloves garlic, chopped', '1 tablespoon ancho chile powder', '1 teaspoon ground cumin', '1 teaspoon all-purpose flour', '1/2 teaspoon chipotle pepper powder', '1/4 teaspoon dried oregano', '1 teaspoon fine cornmeal', '2 cups chicken broth, divided', '2 (15 ounce) cans white beans, drained', '1 cup chicken broth', '1/4 teaspoon white sugar, or to taste', '1 pinch cayenne pepper, or to taste', '1/3 cup chopped green onions', '1/3 cup sour cream', '1/3 cup chopped fresh cilantro']",29.1g,4.67,59,White Bean Chicken Breast Chili Recipe - Allrecipes.com
367,245kcal,31.9g,"&#34;My Aunt Jerre won THIRD PLACE with this recipe in the St. Louis Slow Cooker Cook Off in the past couple months!  We are proud, proud, proud!&#34;",2.8g,"['1 1/2 pounds pork tenderloin, cut into 2 inch strips', '1 small onion, coarsely chopped', '1 small red bell pepper, coarsely chopped', '3 (15 ounce) cans black beans', '1 (16 ounce) jar salsa', '1/2 cup chicken broth', '1 teaspoon dried oregano', '1 teaspoon ground cumin', '2 teaspoons chili powder']",24g,4.56,256,Jerre's Black Bean and Pork Tenderloin Slow Cooker Chili Recipe - Allrecipes.com
368,164kcal,28g,"&#34;A chili that is best when prepared with fresh vegetables, but still delicious with canned or frozen. Serve by itself or over rice.&#34;",2.8g,"['1 tablespoon olive oil', '1 onion, chopped', '2 red bell pepper, seeded and chopped', '1 jalapeno pepper, seeded and minced', '10 fresh mushrooms, quartered', '6 roma (plum) tomatoes, diced', '1 cup fresh corn kernels', '1 teaspoon ground black pepper', '1 teaspoon ground cumin', '1 tablespoon chili powder', '2 (15 ounce) cans black beans, drained and rinsed', '1 1/2 cups chicken broth or vegetable broth', '1 teaspoon salt']",9g,4.56,170,Black Bean Chili Recipe - Allrecipes.com
369,197kcal,25.4g,"&#34;I like chili, but I'm not a fan of heat for heat's sake. I wanted something that would warm me up but not be overwhelmingly hot, and this was the result. My husband says that this would also make a good sloppy joe (with beans) mix.&#34;",4.4g,"['cooking spray', '1 pound ground turkey', '1 (28 ounce) can crushed tomatoes', '1 (15 ounce) can black beans, rinsed and drained', '1 (15 ounce) can kidney beans, rinsed and drained', '1 (14.5 ounce) can diced tomatoes', '1 (6 ounce) can tomato paste', '3 tablespoons chili powder', '2 teaspoons ground black pepper', '1 teaspoon salt', '1/2 teaspoon garlic powder']",16.5g,4.67,6,Mild-Mannered Chili Recipe - Allrecipes.com
370,147kcal,16.5g,"&#34;This easy, filling meal uses lots of fresh vegetables, and some frozen or canned to make it easy. Ground turkey breast can be added for meat lovers. Serve over wild rice with shredded cheddar cheese, or with tortilla chips.
&#34;",5.3g,"['1 1/2 tablespoons olive oil', '1 pound ground turkey (optional)', '1 onion, chopped', '2 green bell peppers, seeded and chopped', '5 carrots, peeled and sliced into rounds', '1 tablespoon chili powder', '1 1/2 teaspoons ground cumin', '1 teaspoon ground black pepper', '2 (14.5 ounce) cans canned diced tomatoes with their juice', '1 cup frozen corn', '1 (15 ounce) can black beans, drained and rinsed', '1 (15 ounce) can garbanzo beans, drained and rinsed', '1 1/2 cups chicken broth']",10.3g,4.52,35,Black Bean and Chickpea Chili Recipe - Allrecipes.com
371,232kcal,38.2g,"&#34;Something old, something new! This quick, new-age chili has become quite the favorite in our house! Sure to be a crowd pleaser! Garnish with cheese, onion, sour cream, avocado, etc.&#34;",4.9g,"['2 cups beef broth, divided', '1 (1.25 ounce) package chili seasoning mix', '1 tablespoon coconut oil', '1 cup quinoa, rinsed', '1 (14.5 ounce) can petite diced tomatoes', '1 (15 ounce) can tri-bean blend', '1 (7 ounce) can diced green chilies', '1/2 cup frozen corn']",11g,5.00,2,Quick Quinoa Chili Recipe - Allrecipes.com
372,448kcal,30.1g,"&#34;Serve a simple bowl of chili and guests will be content. Zip in fun, colorful condiments and you've got a party. The chili yields about 5 quarts without the beans, and may be cooled, covered, and refrigerated or up to 3 days and reheated when ready to serve.&#34;",26.5g,"['2 (2 pound) flat, boneless beef chuck roasts, patted dry', '8 country-style pork ribs, patted dry', '1/2 cup vegetable oil or other flavorless oil', 'Salt and freshly ground black pepper', '2 tablespoons ground cumin', '1 cup mild chili powder', '4 teaspoons dried oregano', '4 teaspoons ground cumin', '4 large onions, diced', '2 (28 ounce) cans crushed tomatoes', '1 (16 ounce) can crushed tomatoes', '12 garlic cloves, minced', '2 ounces bittersweet chocolate, coarsely chopped', '4 (15.5 ounce) cans pinto or kidney beans, rinsed (optional)']",25.4g,4.67,17,Chili With Pulled Beef & Pork for a Crowd Recipe - Allrecipes.com
373,427kcal,50.9g,"&#34;Hearty, with just a touch of spice. Got this from my co-worker who got it from her physical trainer. This chili won in our chili competition at work.&#34;",4.7g,"['1 tablespoon vegetable oil', '2 pounds boneless turkey breast', '2 onions, chopped', '4 cloves garlic, minced', '1 (15 ounce) can cannellini (white) beans, drained', '1 (29 ounce) can white hominy, drained', '3 (14 ounce) cans low-sodium chicken broth', '3 (15 ounce) cans cannellini (white) beans, drained', '1/4 cup chopped fresh cilantro', '1 1/2 tablespoons ground cumin', '1 teaspoon Cajun seasoning', '3 serrano chile peppers']",42.3g,4.15,14,Slow Cooker Turkey and White Bean Chili Recipe - Allrecipes.com
374,305kcal,32g,"&#34;Make this easy and surprisingly hearty chili with ground chicken or turkey. Simmer 3 hours on stove top, or 8 hours in a slow cooker on Low (3 hours on High).&#34;",4.7g,"['1 tablespoon vegetable oil', '2 pounds ground chicken', '3 (15 ounce) cans pinto beans, rinsed and drained', '2 onions, halved and thinly sliced', '1 (14.5 ounce) can diced tomatoes with juice', '1 (14.5 ounce) can Mexican-style stewed tomatoes with chiles, undrained', '1/2 cup water', '2 tablespoons brown sugar', '2 tablespoons chili powder', '2 tablespoons vinegar', '2 tablespoons prepared mustard', '2 teaspoons salt', '1/4 teaspoon ground black pepper']",33.6g,4.60,13,Chilly Day Chili Recipe - Allrecipes.com
375,242kcal,12.8g,&#34;I won a chili cook-off with this recipe in Tennessee in 1996. My family and friends all love this chili. It is requested for all family get-togethers. Great dish for a chilly day. Serve with shredded cheese and crackers.&#34;,14.3g,"['1 tablespoon olive oil', '1 onion, chopped', '1 green bell pepper, chopped', '1 pound hot sausage', '1 pound ground beef', '2 (15 ounce) cans pinto beans', '1 (28 ounce) can diced tomatoes', '1 cup water', '1 tablespoon chili powder', '1 small jalapeno pepper, finely chopped (optional)', '1/2 teaspoon cayenne pepper', '1/2 teaspoon salt']",14.8g,4.43,7,Prize Winning Chili Recipe - Allrecipes.com
376,570kcal,48.3g,&#34;Great recipe. It makes a lot but my family likes it so much there is never any left over. It's great on a cold night. It is my brother's recipe; he ran his own campground for awhile.&#34;,24g,"['3 pounds lean ground beef (80% lean)', '1 pound bulk sweet sausage', ""2 (29 ounce) cans tomato sauce (such as Hunt's&#174;)"", '1 (40 ounce) can dark red kidney beans, drained and rinsed', '4 Roma (plum) tomatoes, chopped', '4 stalks celery, chopped', '2 green bell peppers, chopped', '1 (15.5 ounce) can light red kidney beans, drained and mashed', '1 (15.5 ounce) can white kidney beans, drained and rinsed', '1 (12 fluid ounce) can or bottle lager-style beer (such as Yuengling&#174;)', '1 sweet onion (such as Vidalia&#174;), chopped', '1 red bell pepper, chopped', ""2 (6 ounce) cans tomato paste (such as Hunt's&#174;)"", '2 (4 ounce) cans diced green chile peppers (such as Old El Paso&#174;)', '1/4 cup chili powder, or more to taste', '4 chipotle chile peppers in adobo sauce (such as Goya&#174;), chopped', '3 tablespoons adobo sauce from chipotle peppers (such as Goya&#174;)', '3 tablespoons ground cumin', '2 tablespoons barbeque sauce (such as KC Masterpiece&#174;)']",40.8g,4.80,4,Papa Funk's Campfire Chili Recipe - Allrecipes.com
377,342kcal,12.4g,"&#34;This recipe was given to me by a friend. It's very good. Garnish with sour cream, shredded Cheddar cheese, minced jalapeno peppers, and fresh cilantro.&#34;",20.5g,"['2 tablespoons olive oil', '2 pounds ground beef', '1 small onion, minced', '6 cloves garlic, minced', '1 1/2 cups beef stock', '1/2 cup red wine', '2 tablespoons balsamic vinegar', '1 (28 ounce) can stewed tomatoes, lightly drained', '7 sun-dried tomatoes, softened and chopped', '2 tablespoons tomato paste', '1 (15 ounce) can black beans, drained', '1/4 teaspoon cayenne pepper', '1 tablespoon chili powder', '2 teaspoons salt', 'ground black pepper to taste', '1 pinch dried oregano', '1 pinch dried sage', '1 pinch white sugar', '1 bay leaf']",24.9g,4.62,50,Chili II Recipe - Allrecipes.com
378,489kcal,34.5g,"&#34;This is an easy to make departure from your traditional chili.  This recipe calls for pepperoni, mushrooms and a jar of prepared spaghetti sauce.  Every time I make this for others, I am always asked for the recipe.&#34;",26g,"['1 pound lean ground beef', '3/4 cup chopped onion', '1 (26 ounce) jar three cheese spaghetti sauce', '1 1/2 cups water', '2 teaspoons sugar', '1 (14.5 ounce) can diced tomatoes', '1 (4 ounce) can sliced mushrooms', '2 ounces sliced pepperoni', '1 tablespoon beef bouillon', '1 tablespoon chili powder', '1 (14.5 ounce) can kidney beans, drained and rinsed', '1 cup shredded Cheddar cheese, for garnish']",28.3g,4.54,44,Italian Style Chili Recipe - Allrecipes.com
379,470kcal,33.1g,&#34;This is a ground beef and pork and bean casserole that my mom used to make.  It has a BBQ flavor to it.  My kids ask for it twice a week!! Serve with cornbread or brown bread.&#34;,25.5g,"['1/2 cup ketchup', '1/4 cup molasses', '1 teaspoon dry mustard', '1 (16 ounce) can baked beans with pork', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '4 slices bacon', '1 large green bell pepper, chopped', '1 1/2 pounds ground beef']",27.9g,4.26,98,Slow Cooker Bean Casserole AKA Sweet Chili Recipe - Allrecipes.com
380,225kcal,10.1g,"&#34;This was handed down to me by Mom, a Cincinnati native. Skimming the fat makes this a healthier version than most, and gives it the right consistency.  I like mine 4-way, with spaghetti, raw chopped onions, grated mild cheddar, and oyster crackers!&#34;",12.6g,"['2 pounds lean ground beef', '1 quart water, or amount to cover', '2 onions, finely chopped', '1 (15 ounce) can tomato sauce', '2 tablespoons vinegar', '2 teaspoons Worcestershire sauce', '4 cloves garlic, minced', '1/2 (1 ounce) square unsweetened chocolate', '1/4 cup chili powder', '1 1/2 teaspoons salt', '1 teaspoon ground cumin', '1 teaspoon ground cinnamon', '1/2 teaspoon ground cayenne pepper', '5 whole cloves', '5 whole allspice berries', '1 bay leaf']",19.1g,4.55,117,Authentic Cincinnati Chili Recipe - Allrecipes.com
381,295kcal,27.1g,&#34;This is a spicy but flavorful chili made with meat! Children may want to eat something else for dinner because this is just too spicy!  Dollop some sour cream on top when serving to soften the blow to your tastebuds when you experience my chili masterpiece!&#34;,13.5g,"['2 pounds lean ground beef', '1 onion, chopped', '2 red bell peppers, seeded and diced', '2 jalapeno peppers, seeded and diced', '4 cloves garlic, minced', '1/2 cup chili powder', '1/4 cup ground cumin', '1 teaspoon salt', '1 teaspoon ground black pepper', '1 (6 ounce) can tomato paste', '4 (15 ounce) cans kidney beans with liquid', '1 (14.5 ounce) can Italian-style stewed tomatoes', '1 (7 ounce) can chipotle peppers in adobo sauce', '1 quart water, divided', '1/4 cup all-purpose flour', '1 tablespoon rice vinegar']",17.6g,4.38,105,Emily's Famous Chili Recipe - Allrecipes.com
382,299kcal,31.2g,"&#34;This chili is super quick to prepare, and is ready in less than an hour. Garnish with cheese.&#34;",9.4g,"['1 teaspoon vegetable oil', '1 pound ground turkey', '1/2 onion, chopped', '2 cups chicken broth', '1 (28 ounce) can crushed tomatoes', '1 (15 ounce) can black beans, rinsed and drained', '1 (15 ounce) can kidney beans, rinsed and drained', '1 (16 ounce) can refried beans', '1 tablespoon minced garlic', '2 1/2 tablespoons chili powder', '1 teaspoon paprika', '1 teaspoon dried oregano', '1/2 teaspoon ground cumin', 'salt and ground black pepper to taste', '2 tablespoons shredded Cheddar cheese (optional)']",25.2g,4.67,50,Easy Turkey Chili  Recipe - Allrecipes.com
383,194kcal,29.9g,"&#34;This recipe is a long-time favorite in my house. It's quick to make and is very healthy. The adobo chili is a must. You can find them in a small can in the Mexican food aisle of most grocery stores. This chili freezes well, so double the recipe if you want.&#34;",4.1g,"['2 teaspoons olive oil', '1 onion, chopped', '1 (12 ounce) package vegetarian burger crumbles', '1 teaspoon browning sauce (such as Kitchen Bouquet&#174;)', '2 (15 ounce) cans stewed tomatoes', '2 cups vegetable broth', '1 (15 ounce) can chili beans', '1 (15 ounce) can tomato sauce', '1 (6 ounce) can tomato paste', '1 tablespoon chopped chipotle chile in adobo sauce', '1 teaspoon salt, or more to taste']",13.7g,4.33,3,Smoky Vegan Chili Recipe - Allrecipes.com
384,273kcal,33.4g,"&#34;The slow cooker is a great way to make chili. This beefy chili is packed with beans, veggies, and spice.&#34;",7.6g,"['1 pound ground beef', '3/4 cup diced onion', '3/4 cup diced celery', '3/4 cup diced green bell pepper', '2 cloves garlic, minced', '2 (10.75 ounce) cans tomato puree', '1 (15 ounce) can kidney beans with liquid', '1 (15 ounce) can kidney beans, drained', '1 (15 ounce) can cannellini beans with liquid', '1/2 tablespoon chili powder', '1/2 teaspoon dried parsley', '1 teaspoon salt', '3/4 teaspoon dried basil', '3/4 teaspoon dried oregano', '1/4 teaspoon ground black pepper', '1/8 teaspoon hot pepper sauce']",18.9g,4.28,522,Slow Cooker Chili II Recipe - Allrecipes.com
385,339kcal,22.7g,"&#34;Quick and easy chicken chili for the whole family. Serve plain or over rice. Top with tortilla strips, shredded cheese, sour cream, plain yogurt, and/or green onions. Could also be served over tortilla chips for a great nacho dish. Red pepper flakes, cayenne pepper, or chili seasoning mix can also be used to season.&#34;",11.4g,"['1 tablespoon olive oil', '1/2 onion, diced', '1 (8 ounce) jar salsa', '1/4 cup water', '1 pound rotisserie chicken, meat removed and diced', '1 (15 ounce) can black beans, drained', '1 teaspoon chili powder, or to taste']",35.9g,4.33,9,Cheater's Chicken Chili Recipe - Allrecipes.com
386,357kcal,27.8g,"&#34;Serve with corn bread and salad. If you cube the chicken ahead of time, make corn bread muffins while preparing the chili, and use a bagged salad mix from the produce department, this is a very fast meal to put together.&#34;",9.7g,"['1 tablespoon olive oil', '4 skinless, boneless chicken breast halves - cubed', '1 onion, chopped', '1 1/4 cups chicken broth', '1 (4 ounce) can diced green chiles', '1 teaspoon garlic powder', '1 teaspoon ground cumin', '1/2 teaspoon dried oregano', '1/2 teaspoon dried cilantro', '1/8 teaspoon cayenne pepper', '1 (15 ounce) can cannellini beans, drained and rinsed', '2 green onions, chopped', '2 ounces shredded Monterey Jack cheese']",39.3g,4.45,388,White Chili I Recipe - Allrecipes.com
387,289kcal,23g,&#34;A delicious slow cooker chili with so many spices and so much flavor!!&#34;,12.1g,"['2 pounds ground beef', '2 green bell peppers, chopped', '2 onions, chopped', '2 (15.25 ounce) cans kidney beans, rinsed and drained', '1 (15 ounce) can black beans', '1 (8 ounce) can tomato sauce', '2 (14.5 ounce) cans diced tomatoes', '1 tablespoon minced garlic', '2 1/2 tablespoons chili powder', '1 1/2 teaspoons paprika', '1 tablespoon dried oregano', '1 teaspoon dried rosemary', '1 teaspoon ground coriander', '1 teaspoon garlic powder', '1 1/2 teaspoons salt', '2 tablespoons ground cumin', '1/4 cup chopped fresh cilantro', '2 bay leaves']",22g,4.33,12,Kas' Chili Recipe - Allrecipes.com
388,430kcal,35.5g,&#34;Ground lamb and black bean chili made with Fat Tire&#174; beer.&#34;,16.3g,"['1 pound ground lamb', '1 (16 ounce) can tomato sauce', '1 (16 ounce) can black beans, rinsed and drained', '1 (12 fluid ounce) can or bottle amber ale (such as Fat Tire&#174;)', ""1 (4 ounce) carton Texas-style chili seasoning kit (such as Carroll Shelby's&#174;)"", '1 red onion, finely chopped', '3 jalapeno peppers, ribs removed, chopped', '3 cloves garlic, minced', '1 habanero pepper, ribs removed and chopped (wear gloves)']",29.5g,5.00,1,Paul's Fat Tire® Lamb Chili Recipe - Allrecipes.com
389,406kcal,27.8g,"&#34;Ground beef, a tomato base, pinto beans, and a variety of spices are combined to make a fiery hot chili that is perfect for a cold winter's day.  The key to the heat is in the cayenne pepper so adjust to your individual taste.  Double the recipe to make a crowd pleasing addition to your next football watching party. Serve with some shredded Cheddar cheese and fresh chopped onion, if desired.
&#34;",21.1g,"['2 tablespoons olive oil', '1 large onion, finely chopped', '3 cloves garlic, minced', '2 pounds lean ground beef', '1 (8 ounce) can tomato sauce', '1 (14.5 ounce) can diced tomatoes', '2 1/2 cups water', '1/3 cup chili powder', '1 tablespoon ground cumin', '2 teaspoons salt', '1 teaspoon ground black pepper', '2 teaspoons dried Mexican oregano', '2 teaspoons cayenne pepper', '1 tablespoon white sugar', '3 (15 ounce) cans pinto beans, drained']",27.2g,4.22,7,Mighty Matt's Kick-Butt Chili Recipe - Allrecipes.com
390,392kcal,53g,"&#34;The best thick hearty chili recipe you'll ever need. In 25 years of restaurant cooking, this is my classic chili recipe; loved by thousands. Vary the amount of green chilies and hot sauce if you're an Easterner unused to fiery Western foods, but don't change anything else.&#34;",8.3g,"['1 pound dried pinto beans', '1 pound 90%-lean ground beef', '2 large sweet onions, diced', '3 cups diced celery', '3 carrots, peeled and diced', '6 cloves garlic, minced', '2 red bell peppers, diced', '4 jalapeno peppers, seeded and minced', '2 Anaheim peppers, seeded and diced', '2 poblano peppers, seeded and diced', '1 quart diced tomatoes', '2 tablespoons guajillo chile powder', '1 1/2 tablespoons ground cumin', '1 teaspoon dried oregano', '1 teaspoon ground coriander', '1/4 teaspoon ground cinnamon', '2 tablespoons hot pepper sauce', '1 tablespoon beef bouillon granules', 'water, as needed', '2 teaspoons masa harina flour (Mexican corn masa mix) (optional)', '2 teaspoons salt']",27.4g,4.00,1,Arizona Roadhouse Chili Recipe - Allrecipes.com
391,379kcal,30.2g,&#34;This simple and quick one-pot chili has great flavor and is nice and meaty.&#34;,14.4g,"['1 pound ground beef', '1 (14.5 ounce) can Italian-style stewed tomatoes', '1 (15 ounce) can light red kidney beans, drained', '1 onion, chopped', '1 clove garlic, minced', '1 (8 ounce) can tomato sauce', '1 1/2 fluid ounces tequila', '1 tablespoon chili powder', '1 1/2 teaspoons ground cumin', '1 teaspoon salt', '1/2 teaspoon cayenne pepper']",27g,4.29,11,Tequila Chili Recipe - Allrecipes.com
392,610kcal,90.3g,"&#34;Peanut butter, mango chutney and lime juice - in chili?! Yes, and it's delicious! This incredibly quick and easy - yet quite nontraditional - chili is a perfect antidote to fancy holiday meals and works equally well using chopped leftover turkey. 'Eat it again, Sam'!&#34;",17.6g,"['3 cups cooked ham, cut into one inch cubes', '2 tablespoons brown sugar', '1 teaspoon ground allspice', '1 (9 ounce) package mango chutney', '2 tablespoons lime juice', '2 tablespoons creamy peanut butter', '1/4 cup raisins', '1 (15 ounce) can chickpeas, rinsed and drained', '1 (16 ounce) can chili beans in spicy sauce', '2 (10 ounce) cans diced tomatoes with green chile peppers']",28.2g,4.27,44,Casablanca Chili Recipe - Allrecipes.com
